"","av","Time","SharePerHour","diaryday"
"7948","Domestic work",180,0.12,"1"
"7949","Domestic work",180,0.07,"2"
"7950","Domestic work",180,0.12,"3"
"7951","Domestic work",180,0.02,"4"
"7952","Eat drink",180,0.2,"1"
"7953","Eat drink",180,0.42,"2"
"7954","Eat drink",180,0.52,"3"
"7955","Eat drink",180,0.37,"4"
"7956","Miscellaneous",180,13.64,"1"
"7957","Miscellaneous",180,17.21,"2"
"7958","Miscellaneous",180,20.21,"3"
"7959","Miscellaneous",180,17.85,"4"
"7960","Nonsocial leisure",180,0.2,"1"
"7961","Nonsocial leisure",180,0.55,"2"
"7962","Nonsocial leisure",180,0.47,"3"
"7963","Nonsocial leisure",180,0.1,"4"
"7964","Paid work",180,0.07,"1"
"7965","Paid work",180,0.05,"2"
"7966","Paid work",180,0.07,"3"
"7967","Paid work",180,0.07,"4"
"7968","Personal care",180,85.15,"1"
"7969","Personal care",180,80.11,"2"
"7970","Personal care",180,77.09,"3"
"7971","Personal care",180,80.63,"4"
"7972","Religion and volunteering",180,0.05,"1"
"7973","Religion and volunteering",180,0.1,"2"
"7974","Religion and volunteering",180,0.02,"3"
"7975","Religion and volunteering",180,0.1,"4"
"7976","School / Study",180,0.02,"1"
"7977","School / Study",180,0.02,"3"
"7978","School / Study",180,0.02,"4"
"7979","Social leisure",180,0.25,"1"
"7980","Social leisure",180,0.72,"2"
"7981","Social leisure",180,0.79,"3"
"7982","Social leisure",180,0.17,"4"
"7983","Sport exercise",180,0.02,"1"
"7984","Sport exercise",180,0.02,"2"
"7985","Sport exercise",180,0.02,"3"
"7986","Sport exercise",180,0.02,"4"
"7987","TV/radio",180,0.22,"1"
"7988","TV/radio",180,0.52,"2"
"7989","TV/radio",180,0.57,"3"
"7990","TV/radio",180,0.47,"4"
"7991","Cultural leisure",181,0.05,"1"
"7992","Cultural leisure",181,0.22,"2"
"7993","Cultural leisure",181,0.07,"3"
"7994","Cultural leisure",181,0.15,"4"
"7995","Domestic work",181,0.12,"1"
"7996","Domestic work",181,0.07,"2"
"7997","Domestic work",181,0.1,"3"
"7998","Domestic work",181,0.02,"4"
"7999","Eat drink",181,0.22,"1"
"8000","Eat drink",181,0.47,"2"
"8001","Eat drink",181,0.5,"3"
"8002","Eat drink",181,0.37,"4"
"8003","Miscellaneous",181,13.69,"1"
"8004","Miscellaneous",181,17.08,"2"
"8005","Miscellaneous",181,19.71,"3"
"8006","Miscellaneous",181,17.75,"4"
"8007","Nonsocial leisure",181,0.17,"1"
"8008","Nonsocial leisure",181,0.45,"2"
"8009","Nonsocial leisure",181,0.52,"3"
"8010","Nonsocial leisure",181,0.12,"4"
"8011","Paid work",181,0.07,"1"
"8012","Paid work",181,0.05,"2"
"8013","Paid work",181,0.07,"3"
"8014","Paid work",181,0.07,"4"
"8015","Personal care",181,85.2,"1"
"8016","Personal care",181,80.39,"2"
"8017","Personal care",181,77.68,"3"
"8018","Personal care",181,80.81,"4"
"8019","Religion and volunteering",181,0.05,"1"
"8020","Religion and volunteering",181,0.07,"2"
"8021","Religion and volunteering",181,0.02,"3"
"8022","Religion and volunteering",181,0.1,"4"
"8023","School / Study",181,0.02,"1"
"8024","School / Study",181,0.02,"3"
"8025","Social leisure",181,0.22,"1"
"8026","Social leisure",181,0.62,"2"
"8027","Social leisure",181,0.74,"3"
"8028","Social leisure",181,0.12,"4"
"8029","Sport exercise",181,0.02,"2"
"8030","Sport exercise",181,0.05,"3"
"8031","Sport exercise",181,0.02,"4"
"8032","TV/radio",181,0.17,"1"
"8033","TV/radio",181,0.55,"2"
"8034","TV/radio",181,0.5,"3"
"8035","TV/radio",181,0.45,"4"
"8036","Cultural leisure",182,0.05,"1"
"8037","Cultural leisure",182,0.22,"2"
"8038","Cultural leisure",182,0.07,"3"
"8039","Cultural leisure",182,0.15,"4"
"8040","Domestic work",182,0.12,"1"
"8041","Domestic work",182,0.07,"2"
"8042","Domestic work",182,0.1,"3"
"8043","Domestic work",182,0.02,"4"
"8044","Eat drink",182,0.22,"1"
"8045","Eat drink",182,0.47,"2"
"8046","Eat drink",182,0.5,"3"
"8047","Eat drink",182,0.37,"4"
"8048","Miscellaneous",182,13.69,"1"
"8049","Miscellaneous",182,17.08,"2"
"8050","Miscellaneous",182,19.71,"3"
"8051","Miscellaneous",182,17.75,"4"
"8052","Nonsocial leisure",182,0.17,"1"
"8053","Nonsocial leisure",182,0.45,"2"
"8054","Nonsocial leisure",182,0.52,"3"
"8055","Nonsocial leisure",182,0.12,"4"
"8056","Paid work",182,0.07,"1"
"8057","Paid work",182,0.05,"2"
"8058","Paid work",182,0.07,"3"
"8059","Paid work",182,0.07,"4"
"8060","Personal care",182,85.2,"1"
"8061","Personal care",182,80.39,"2"
"8062","Personal care",182,77.68,"3"
"8063","Personal care",182,80.81,"4"
"8064","Religion and volunteering",182,0.05,"1"
"8065","Religion and volunteering",182,0.07,"2"
"8066","Religion and volunteering",182,0.02,"3"
"8067","Religion and volunteering",182,0.1,"4"
"8068","School / Study",182,0.02,"1"
"8069","School / Study",182,0.02,"3"
"8070","Social leisure",182,0.22,"1"
"8071","Social leisure",182,0.62,"2"
"8072","Social leisure",182,0.74,"3"
"8073","Social leisure",182,0.12,"4"
"8074","Sport exercise",182,0.02,"2"
"8075","Sport exercise",182,0.05,"3"
"8076","Sport exercise",182,0.02,"4"
"8077","TV/radio",182,0.17,"1"
"8078","TV/radio",182,0.55,"2"
"8079","TV/radio",182,0.5,"3"
"8080","TV/radio",182,0.45,"4"
"8081","Cultural leisure",183,0.05,"1"
"8082","Cultural leisure",183,0.22,"2"
"8083","Cultural leisure",183,0.07,"3"
"8084","Cultural leisure",183,0.15,"4"
"8085","Domestic work",183,0.12,"1"
"8086","Domestic work",183,0.07,"2"
"8087","Domestic work",183,0.1,"3"
"8088","Domestic work",183,0.02,"4"
"8089","Eat drink",183,0.22,"1"
"8090","Eat drink",183,0.47,"2"
"8091","Eat drink",183,0.5,"3"
"8092","Eat drink",183,0.37,"4"
"8093","Miscellaneous",183,13.69,"1"
"8094","Miscellaneous",183,17.08,"2"
"8095","Miscellaneous",183,19.71,"3"
"8096","Miscellaneous",183,17.75,"4"
"8097","Nonsocial leisure",183,0.17,"1"
"8098","Nonsocial leisure",183,0.45,"2"
"8099","Nonsocial leisure",183,0.52,"3"
"8100","Nonsocial leisure",183,0.12,"4"
"8101","Paid work",183,0.07,"1"
"8102","Paid work",183,0.05,"2"
"8103","Paid work",183,0.07,"3"
"8104","Paid work",183,0.07,"4"
"8105","Personal care",183,85.2,"1"
"8106","Personal care",183,80.39,"2"
"8107","Personal care",183,77.68,"3"
"8108","Personal care",183,80.81,"4"
"8109","Religion and volunteering",183,0.05,"1"
"8110","Religion and volunteering",183,0.07,"2"
"8111","Religion and volunteering",183,0.02,"3"
"8112","Religion and volunteering",183,0.1,"4"
"8113","School / Study",183,0.02,"1"
"8114","School / Study",183,0.02,"3"
"8115","Social leisure",183,0.22,"1"
"8116","Social leisure",183,0.62,"2"
"8117","Social leisure",183,0.74,"3"
"8118","Social leisure",183,0.12,"4"
"8119","Sport exercise",183,0.02,"2"
"8120","Sport exercise",183,0.05,"3"
"8121","Sport exercise",183,0.02,"4"
"8122","TV/radio",183,0.17,"1"
"8123","TV/radio",183,0.55,"2"
"8124","TV/radio",183,0.5,"3"
"8125","TV/radio",183,0.45,"4"
"8126","Cultural leisure",184,0.05,"1"
"8127","Cultural leisure",184,0.22,"2"
"8128","Cultural leisure",184,0.07,"3"
"8129","Cultural leisure",184,0.15,"4"
"8130","Domestic work",184,0.12,"1"
"8131","Domestic work",184,0.07,"2"
"8132","Domestic work",184,0.1,"3"
"8133","Domestic work",184,0.02,"4"
"8134","Eat drink",184,0.22,"1"
"8135","Eat drink",184,0.47,"2"
"8136","Eat drink",184,0.5,"3"
"8137","Eat drink",184,0.37,"4"
"8138","Miscellaneous",184,13.69,"1"
"8139","Miscellaneous",184,17.08,"2"
"8140","Miscellaneous",184,19.71,"3"
"8141","Miscellaneous",184,17.75,"4"
"8142","Nonsocial leisure",184,0.17,"1"
"8143","Nonsocial leisure",184,0.45,"2"
"8144","Nonsocial leisure",184,0.52,"3"
"8145","Nonsocial leisure",184,0.12,"4"
"8146","Paid work",184,0.07,"1"
"8147","Paid work",184,0.05,"2"
"8148","Paid work",184,0.07,"3"
"8149","Paid work",184,0.07,"4"
"8150","Personal care",184,85.2,"1"
"8151","Personal care",184,80.39,"2"
"8152","Personal care",184,77.68,"3"
"8153","Personal care",184,80.81,"4"
"8154","Religion and volunteering",184,0.05,"1"
"8155","Religion and volunteering",184,0.07,"2"
"8156","Religion and volunteering",184,0.02,"3"
"8157","Religion and volunteering",184,0.1,"4"
"8158","School / Study",184,0.02,"1"
"8159","School / Study",184,0.02,"3"
"8160","Social leisure",184,0.22,"1"
"8161","Social leisure",184,0.62,"2"
"8162","Social leisure",184,0.74,"3"
"8163","Social leisure",184,0.12,"4"
"8164","Sport exercise",184,0.02,"2"
"8165","Sport exercise",184,0.05,"3"
"8166","Sport exercise",184,0.02,"4"
"8167","TV/radio",184,0.17,"1"
"8168","TV/radio",184,0.55,"2"
"8169","TV/radio",184,0.5,"3"
"8170","TV/radio",184,0.45,"4"
"8171","Cultural leisure",185,0.05,"1"
"8172","Cultural leisure",185,0.22,"2"
"8173","Cultural leisure",185,0.07,"3"
"8174","Cultural leisure",185,0.15,"4"
"8175","Domestic work",185,0.12,"1"
"8176","Domestic work",185,0.07,"2"
"8177","Domestic work",185,0.1,"3"
"8178","Domestic work",185,0.02,"4"
"8179","Eat drink",185,0.22,"1"
"8180","Eat drink",185,0.47,"2"
"8181","Eat drink",185,0.5,"3"
"8182","Eat drink",185,0.37,"4"
"8183","Miscellaneous",185,13.69,"1"
"8184","Miscellaneous",185,17.08,"2"
"8185","Miscellaneous",185,19.71,"3"
"8186","Miscellaneous",185,17.75,"4"
"8187","Nonsocial leisure",185,0.17,"1"
"8188","Nonsocial leisure",185,0.45,"2"
"8189","Nonsocial leisure",185,0.52,"3"
"8190","Nonsocial leisure",185,0.12,"4"
"8191","Paid work",185,0.07,"1"
"8192","Paid work",185,0.05,"2"
"8193","Paid work",185,0.07,"3"
"8194","Paid work",185,0.07,"4"
"8195","Personal care",185,85.2,"1"
"8196","Personal care",185,80.39,"2"
"8197","Personal care",185,77.68,"3"
"8198","Personal care",185,80.81,"4"
"8199","Religion and volunteering",185,0.05,"1"
"8200","Religion and volunteering",185,0.07,"2"
"8201","Religion and volunteering",185,0.02,"3"
"8202","Religion and volunteering",185,0.1,"4"
"8203","School / Study",185,0.02,"1"
"8204","School / Study",185,0.02,"3"
"8205","Social leisure",185,0.22,"1"
"8206","Social leisure",185,0.62,"2"
"8207","Social leisure",185,0.74,"3"
"8208","Social leisure",185,0.12,"4"
"8209","Sport exercise",185,0.02,"2"
"8210","Sport exercise",185,0.05,"3"
"8211","Sport exercise",185,0.02,"4"
"8212","TV/radio",185,0.17,"1"
"8213","TV/radio",185,0.55,"2"
"8214","TV/radio",185,0.5,"3"
"8215","TV/radio",185,0.45,"4"
"8216","Cultural leisure",186,0.05,"1"
"8217","Cultural leisure",186,0.22,"2"
"8218","Cultural leisure",186,0.07,"3"
"8219","Cultural leisure",186,0.15,"4"
"8220","Domestic work",186,0.12,"1"
"8221","Domestic work",186,0.1,"2"
"8222","Domestic work",186,0.07,"3"
"8223","Domestic work",186,0.02,"4"
"8224","Eat drink",186,0.22,"1"
"8225","Eat drink",186,0.47,"2"
"8226","Eat drink",186,0.5,"3"
"8227","Eat drink",186,0.37,"4"
"8228","Miscellaneous",186,13.69,"1"
"8229","Miscellaneous",186,17.06,"2"
"8230","Miscellaneous",186,19.66,"3"
"8231","Miscellaneous",186,17.73,"4"
"8232","Nonsocial leisure",186,0.17,"1"
"8233","Nonsocial leisure",186,0.42,"2"
"8234","Nonsocial leisure",186,0.5,"3"
"8235","Nonsocial leisure",186,0.12,"4"
"8236","Paid work",186,0.07,"1"
"8237","Paid work",186,0.05,"2"
"8238","Paid work",186,0.07,"3"
"8239","Paid work",186,0.07,"4"
"8240","Personal care",186,85.2,"1"
"8241","Personal care",186,80.39,"2"
"8242","Personal care",186,77.73,"3"
"8243","Personal care",186,80.83,"4"
"8244","Religion and volunteering",186,0.05,"1"
"8245","Religion and volunteering",186,0.07,"2"
"8246","Religion and volunteering",186,0.02,"3"
"8247","Religion and volunteering",186,0.1,"4"
"8248","School / Study",186,0.02,"1"
"8249","School / Study",186,0.02,"3"
"8250","Social leisure",186,0.22,"1"
"8251","Social leisure",186,0.64,"2"
"8252","Social leisure",186,0.77,"3"
"8253","Social leisure",186,0.12,"4"
"8254","Sport exercise",186,0.02,"2"
"8255","Sport exercise",186,0.07,"3"
"8256","Sport exercise",186,0.02,"4"
"8257","TV/radio",186,0.17,"1"
"8258","TV/radio",186,0.55,"2"
"8259","TV/radio",186,0.5,"3"
"8260","TV/radio",186,0.45,"4"
"8261","Cultural leisure",187,0.05,"1"
"8262","Cultural leisure",187,0.22,"2"
"8263","Cultural leisure",187,0.07,"3"
"8264","Cultural leisure",187,0.15,"4"
"8265","Domestic work",187,0.12,"1"
"8266","Domestic work",187,0.1,"2"
"8267","Domestic work",187,0.07,"3"
"8268","Domestic work",187,0.02,"4"
"8269","Eat drink",187,0.22,"1"
"8270","Eat drink",187,0.47,"2"
"8271","Eat drink",187,0.5,"3"
"8272","Eat drink",187,0.37,"4"
"8273","Miscellaneous",187,13.69,"1"
"8274","Miscellaneous",187,17.06,"2"
"8275","Miscellaneous",187,19.66,"3"
"8276","Miscellaneous",187,17.73,"4"
"8277","Nonsocial leisure",187,0.17,"1"
"8278","Nonsocial leisure",187,0.42,"2"
"8279","Nonsocial leisure",187,0.5,"3"
"8280","Nonsocial leisure",187,0.12,"4"
"8281","Paid work",187,0.07,"1"
"8282","Paid work",187,0.05,"2"
"8283","Paid work",187,0.07,"3"
"8284","Paid work",187,0.07,"4"
"8285","Personal care",187,85.2,"1"
"8286","Personal care",187,80.39,"2"
"8287","Personal care",187,77.73,"3"
"8288","Personal care",187,80.83,"4"
"8289","Religion and volunteering",187,0.05,"1"
"8290","Religion and volunteering",187,0.07,"2"
"8291","Religion and volunteering",187,0.02,"3"
"8292","Religion and volunteering",187,0.1,"4"
"8293","School / Study",187,0.02,"1"
"8294","School / Study",187,0.02,"3"
"8295","Social leisure",187,0.22,"1"
"8296","Social leisure",187,0.64,"2"
"8297","Social leisure",187,0.77,"3"
"8298","Social leisure",187,0.12,"4"
"8299","Sport exercise",187,0.02,"2"
"8300","Sport exercise",187,0.07,"3"
"8301","Sport exercise",187,0.02,"4"
"8302","TV/radio",187,0.17,"1"
"8303","TV/radio",187,0.55,"2"
"8304","TV/radio",187,0.5,"3"
"8305","TV/radio",187,0.45,"4"
"8306","Cultural leisure",188,0.05,"1"
"8307","Cultural leisure",188,0.22,"2"
"8308","Cultural leisure",188,0.07,"3"
"8309","Cultural leisure",188,0.15,"4"
"8310","Domestic work",188,0.12,"1"
"8311","Domestic work",188,0.1,"2"
"8312","Domestic work",188,0.07,"3"
"8313","Domestic work",188,0.02,"4"
"8314","Eat drink",188,0.22,"1"
"8315","Eat drink",188,0.47,"2"
"8316","Eat drink",188,0.5,"3"
"8317","Eat drink",188,0.37,"4"
"8318","Miscellaneous",188,13.69,"1"
"8319","Miscellaneous",188,17.06,"2"
"8320","Miscellaneous",188,19.66,"3"
"8321","Miscellaneous",188,17.73,"4"
"8322","Nonsocial leisure",188,0.17,"1"
"8323","Nonsocial leisure",188,0.42,"2"
"8324","Nonsocial leisure",188,0.5,"3"
"8325","Nonsocial leisure",188,0.12,"4"
"8326","Paid work",188,0.07,"1"
"8327","Paid work",188,0.05,"2"
"8328","Paid work",188,0.07,"3"
"8329","Paid work",188,0.07,"4"
"8330","Personal care",188,85.2,"1"
"8331","Personal care",188,80.39,"2"
"8332","Personal care",188,77.73,"3"
"8333","Personal care",188,80.83,"4"
"8334","Religion and volunteering",188,0.05,"1"
"8335","Religion and volunteering",188,0.07,"2"
"8336","Religion and volunteering",188,0.02,"3"
"8337","Religion and volunteering",188,0.1,"4"
"8338","School / Study",188,0.02,"1"
"8339","School / Study",188,0.02,"3"
"8340","Social leisure",188,0.22,"1"
"8341","Social leisure",188,0.64,"2"
"8342","Social leisure",188,0.77,"3"
"8343","Social leisure",188,0.12,"4"
"8344","Sport exercise",188,0.02,"2"
"8345","Sport exercise",188,0.07,"3"
"8346","Sport exercise",188,0.02,"4"
"8347","TV/radio",188,0.17,"1"
"8348","TV/radio",188,0.55,"2"
"8349","TV/radio",188,0.5,"3"
"8350","TV/radio",188,0.45,"4"
"8351","Cultural leisure",189,0.05,"1"
"8352","Cultural leisure",189,0.22,"2"
"8353","Cultural leisure",189,0.07,"3"
"8354","Cultural leisure",189,0.15,"4"
"8355","Domestic work",189,0.12,"1"
"8356","Domestic work",189,0.1,"2"
"8357","Domestic work",189,0.07,"3"
"8358","Domestic work",189,0.02,"4"
"8359","Eat drink",189,0.22,"1"
"8360","Eat drink",189,0.47,"2"
"8361","Eat drink",189,0.5,"3"
"8362","Eat drink",189,0.37,"4"
"8363","Miscellaneous",189,13.69,"1"
"8364","Miscellaneous",189,17.06,"2"
"8365","Miscellaneous",189,19.66,"3"
"8366","Miscellaneous",189,17.73,"4"
"8367","Nonsocial leisure",189,0.17,"1"
"8368","Nonsocial leisure",189,0.42,"2"
"8369","Nonsocial leisure",189,0.5,"3"
"8370","Nonsocial leisure",189,0.12,"4"
"8371","Paid work",189,0.07,"1"
"8372","Paid work",189,0.05,"2"
"8373","Paid work",189,0.07,"3"
"8374","Paid work",189,0.07,"4"
"8375","Personal care",189,85.2,"1"
"8376","Personal care",189,80.39,"2"
"8377","Personal care",189,77.73,"3"
"8378","Personal care",189,80.83,"4"
"8379","Religion and volunteering",189,0.05,"1"
"8380","Religion and volunteering",189,0.07,"2"
"8381","Religion and volunteering",189,0.02,"3"
"8382","Religion and volunteering",189,0.1,"4"
"8383","School / Study",189,0.02,"1"
"8384","School / Study",189,0.02,"3"
"8385","Social leisure",189,0.22,"1"
"8386","Social leisure",189,0.64,"2"
"8387","Social leisure",189,0.77,"3"
"8388","Social leisure",189,0.12,"4"
"8389","Sport exercise",189,0.02,"2"
"8390","Sport exercise",189,0.07,"3"
"8391","Sport exercise",189,0.02,"4"
"8392","TV/radio",189,0.17,"1"
"8393","TV/radio",189,0.55,"2"
"8394","TV/radio",189,0.5,"3"
"8395","TV/radio",189,0.45,"4"
"8396","Cultural leisure",190,0.05,"1"
"8397","Cultural leisure",190,0.22,"2"
"8398","Cultural leisure",190,0.07,"3"
"8399","Cultural leisure",190,0.15,"4"
"8400","Domestic work",190,0.12,"1"
"8401","Domestic work",190,0.1,"2"
"8402","Domestic work",190,0.07,"3"
"8403","Domestic work",190,0.02,"4"
"8404","Eat drink",190,0.22,"1"
"8405","Eat drink",190,0.47,"2"
"8406","Eat drink",190,0.5,"3"
"8407","Eat drink",190,0.37,"4"
"8408","Miscellaneous",190,13.69,"1"
"8409","Miscellaneous",190,17.06,"2"
"8410","Miscellaneous",190,19.66,"3"
"8411","Miscellaneous",190,17.73,"4"
"8412","Nonsocial leisure",190,0.17,"1"
"8413","Nonsocial leisure",190,0.42,"2"
"8414","Nonsocial leisure",190,0.5,"3"
"8415","Nonsocial leisure",190,0.12,"4"
"8416","Paid work",190,0.07,"1"
"8417","Paid work",190,0.05,"2"
"8418","Paid work",190,0.07,"3"
"8419","Paid work",190,0.07,"4"
"8420","Personal care",190,85.2,"1"
"8421","Personal care",190,80.39,"2"
"8422","Personal care",190,77.73,"3"
"8423","Personal care",190,80.83,"4"
"8424","Religion and volunteering",190,0.05,"1"
"8425","Religion and volunteering",190,0.07,"2"
"8426","Religion and volunteering",190,0.02,"3"
"8427","Religion and volunteering",190,0.1,"4"
"8428","School / Study",190,0.02,"1"
"8429","School / Study",190,0.02,"3"
"8430","Social leisure",190,0.22,"1"
"8431","Social leisure",190,0.64,"2"
"8432","Social leisure",190,0.77,"3"
"8433","Social leisure",190,0.12,"4"
"8434","Sport exercise",190,0.02,"2"
"8435","Sport exercise",190,0.07,"3"
"8436","Sport exercise",190,0.02,"4"
"8437","TV/radio",190,0.17,"1"
"8438","TV/radio",190,0.55,"2"
"8439","TV/radio",190,0.5,"3"
"8440","TV/radio",190,0.45,"4"
"8441","Cultural leisure",191,0.05,"1"
"8442","Cultural leisure",191,0.22,"2"
"8443","Cultural leisure",191,0.07,"3"
"8444","Cultural leisure",191,0.15,"4"
"8445","Domestic work",191,0.12,"1"
"8446","Domestic work",191,0.1,"2"
"8447","Domestic work",191,0.1,"3"
"8448","Domestic work",191,0.02,"4"
"8449","Eat drink",191,0.22,"1"
"8450","Eat drink",191,0.47,"2"
"8451","Eat drink",191,0.5,"3"
"8452","Eat drink",191,0.37,"4"
"8453","Miscellaneous",191,13.66,"1"
"8454","Miscellaneous",191,17.08,"2"
"8455","Miscellaneous",191,19.61,"3"
"8456","Miscellaneous",191,17.7,"4"
"8457","Nonsocial leisure",191,0.17,"1"
"8458","Nonsocial leisure",191,0.4,"2"
"8459","Nonsocial leisure",191,0.52,"3"
"8460","Nonsocial leisure",191,0.12,"4"
"8461","Paid work",191,0.07,"1"
"8462","Paid work",191,0.05,"2"
"8463","Paid work",191,0.07,"3"
"8464","Paid work",191,0.07,"4"
"8465","Personal care",191,85.22,"1"
"8466","Personal care",191,80.41,"2"
"8467","Personal care",191,77.76,"3"
"8468","Personal care",191,80.86,"4"
"8469","Religion and volunteering",191,0.05,"1"
"8470","Religion and volunteering",191,0.07,"2"
"8471","Religion and volunteering",191,0.02,"3"
"8472","Religion and volunteering",191,0.1,"4"
"8473","School / Study",191,0.02,"1"
"8474","Social leisure",191,0.22,"1"
"8475","Social leisure",191,0.62,"2"
"8476","Social leisure",191,0.77,"3"
"8477","Social leisure",191,0.12,"4"
"8478","Sport exercise",191,0.02,"2"
"8479","Sport exercise",191,0.07,"3"
"8480","Sport exercise",191,0.02,"4"
"8481","TV/radio",191,0.17,"1"
"8482","TV/radio",191,0.55,"2"
"8483","TV/radio",191,0.5,"3"
"8484","TV/radio",191,0.45,"4"
"8485","Cultural leisure",192,0.05,"1"
"8486","Cultural leisure",192,0.22,"2"
"8487","Cultural leisure",192,0.07,"3"
"8488","Cultural leisure",192,0.15,"4"
"8489","Domestic work",192,0.12,"1"
"8490","Domestic work",192,0.1,"2"
"8491","Domestic work",192,0.1,"3"
"8492","Domestic work",192,0.02,"4"
"8493","Eat drink",192,0.22,"1"
"8494","Eat drink",192,0.47,"2"
"8495","Eat drink",192,0.5,"3"
"8496","Eat drink",192,0.37,"4"
"8497","Miscellaneous",192,13.66,"1"
"8498","Miscellaneous",192,17.08,"2"
"8499","Miscellaneous",192,19.59,"3"
